Gene name,ORF name,cer Ace2,par Ace2,Hyc Ace2,Hyp Ace2,cer Swi5,par Swi5,Hyc Swi5,Hyp Swi5,cer Fkh1,par Fkh1,Hyc Fkh1,Hyp Fkh1,cer Fkh2,par Fkh2,Hyc Fkh2,Hyp Fkh2
TFC3,YAL001C,359.5826812,571.0608474,629.1672381,622.4764835,687.3191279,276.8638071,906.667987,596.7308024,734.7531344,1327.001804,714.8666639,1741.5039,606.959576,741.3185552,455.000775,779.5818352
VPS8,YAL002W,249.796682,588.6406169,436.4805689,608.1779589,538.1291954,359.1694965,405.6870528,503.0433207,444.4847132,1272.164243,802.5389906,1212.954079,625.5727388,837.7628812,813.6427671,1330.840987
EFB1,YAL003W,877.5273213,1132.854632,1110.105493,1263.059101,892.2790141,499.5852027,942.1568307,917.1146778,1258.881422,1666.511995,1611.822006,1084.204763,1515.318627,1687.873275,2346.895289,2358.352281
YAL004W,YAL004W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SSA1,YAL005C,882.6600594,1154.047051,1107.149123,1273.673777,895.3381937,479.1849251,978.314111,916.790684,1213.948628,1643.506327,1490.429554,1063.875924,1519.722509,1679.782961,2292.012535,2291.912261
ERP2,YAL007C,229.0383961,495.9327106,331.1975514,601.893005,574.0101201,253.5187397,301.595183,474.6260876,415.674482,468.5102109,316.9691812,752.1670543,309.8158402,485.5906036,314.2897261,346.6304302
FUN14,YAL008W,206.762501,339.3395531,377.9450103,313.0552611,485.8946003,328.2161654,353.8561507,350.1660682,236.4772246,191.1991193,155.112578,88.09163699,277.154933,272.8818781,148.9523245,223.1773912
SPO7,YAL009W,186.8760939,339.0315562,298.6956442,347.599513,493.2106954,294.2276632,415.3183396,475.5106286,245.7991717,131.6852855,148.3685529,121.9730358,209.5372443,212.0860121,184.2765513,159.0992317
MDM10,YAL010C,195.6749137,292.2891999,379.0825171,369.201199,494.1919503,603.7065903,331.796749,335.4663549,272.3985753,114.5903156,121.3924524,128.7493156,218.9465386,183.5745939,134.7708789,145.6846016
SWC3,YAL011W,238.2236449,451.0164885,297.8645147,417.9074918,524.6905473,324.2930993,306.7362312,342.9764001,233.9622305,465.5946823,283.2490555,271.0511907,253.5006975,296.0259072,132.4512084,160.205712
CYS3,YAL012W,301.6975015,815.9998144,388.463284,702.0532984,656.2888573,1477.520632,463.3402105,844.7582666,231.3771726,334.1084975,155.112578,121.9730358,265.2462102,378.7788065,228.5697823,272.2333416
DEP1,YAL013W,450.7468976,528.0235058,584.4348498,438.1119456,793.4325917,751.0544551,1070.194512,745.6672291,301.5146593,239.8870618,249.5289298,128.7493156,360.888129,284.7452211,99.18367287,200.9529516
SYN8,YAL014C,418.7941489,500.8605596,576.2719308,467.5895568,810.026121,816.9832751,1033.418385,728.1674527,312.8566146,222.8717322,236.0408796,162.6307144,351.4022597,326.5791051,116.1921822,131.8924595
NTG1,YAL015C,180.7556701,313.0868678,276.7090467,304.5210316,509.7318471,56.40974044,368.6952068,270.7411468,174.8682967,120.3019123,47.20817592,162.6307144,169.2252004,233.6740845,68.88012929,124.8205674
TPD3,YAL016W,341.4870279,693.0155893,697.1432944,789.3459925,635.9947596,766.6562329,1214.376584,1248.210855,621.8300212,531.7757963,869.9792419,874.1400901,438.5866971,530.3410796,510.6330123,1117.784655
PSK1,YAL017W,277.7660138,501.5141012,413.5774941,423.3224499,585.0094518,706.3135709,515.6378588,608.0630658,580.151142,293.7689391,559.7540859,257.4986312,885.0195639,411.2001447,1480.113148,178.5936725
LDS1,YAL018C,NaN,592.172125,NaN,342.8235186,NaN,422.929974,NaN,556.5296625,NaN,411.2747833,NaN,325.2614289,NaN,475.204758,NaN,448.3556273
FUN30,YAL019W,184.8670812,647.5031485,305.7091323,599.0439421,548.903462,421.1480268,315.3815284,709.8845921,212.807346,239.926882,67.44025131,189.7358335,235.6019459,278.8719807,202.9309673,165.4234084
ATS1,YAL020C,207.83819,619.5872136,318.2737683,537.4834741,562.6378288,475.5640301,335.1951148,593.7047971,239.6948427,185.9653644,67.44025131,155.8544347,219.4417813,221.8491443,173.8022019,235.9770806
CCR4,YAL021C,232.8788969,417.5237397,330.6331749,477.9611723,542.2883407,110.0121649,299.4139648,304.4426299,235.4680107,174.30325,47.20817592,67.76279768,261.2984649,284.5315251,231.343325,135.4982615
FUN26,YAL022C,201.9421275,322.6381095,357.1801237,374.586937,468.1140872,181.2261694,380.767563,334.3592255,317.8858817,177.2187786,202.3207539,210.0646728,927.1630263,302.46343,626.1863868,292.2380691
PMT2,YAL023C,224.3920174,441.2039509,270.8098843,327.5219201,539.2496921,335.4393368,290.908778,216.1285775,517.6538536,274.2362824,370.9213822,264.274911,717.6714422,345.1136952,477.3392239,278.3294632
LTE1,YAL024C,186.9296186,354.2544824,255.5333615,298.8283244,507.0844399,152.5686939,251.4749318,353.8276144,530.8574125,446.0222054,600.2182367,609.8651791,393.9726454,356.8802043,229.3841075,430.2146547
MAK16,YAL025C,199.0090539,373.7461033,339.552122,479.2621916,517.7718945,298.8181768,322.2094974,548.3192619,293.540629,246.0765004,283.2490555,379.471667,290.9222318,377.5934645,318.7055422,343.3952029
DRS2,YAL026C,231.7003356,402.5677222,307.6872022,313.0572315,496.2249853,496.7035706,351.7099736,375.9738104,310.5033818,243.2007919,101.160377,474.3395838,274.2150781,308.1229744,207.0511725,259.3194389
SAW1,YAL027W,236.1356749,412.2935065,390.9778819,433.2628404,571.3905539,239.4921732,488.4248264,437.8696777,337.3249404,131.5658251,128.1364775,203.288393,240.2391752,261.5828175,202.0413665,143.8094084
FRT2,YAL028W,404.0731352,588.4625337,583.9407503,642.9345567,681.2888437,1356.152941,764.7402416,1222.070022,5059.070267,3742.569191,2131.111941,1145.191281,12234.22226,4846.483568,5435.675971,4962.2199
MYO4,YAL029C,337.8464237,538.0937986,504.1372908,521.2313828,658.5078539,481.5439384,634.5545051,736.1160521,4810.5694,3650.825262,1766.934584,1023.218245,11762.02357,4388.452765,4665.218823,4206.499898
SNC1,YAL030W,260.499186,570.0557161,425.2404734,612.102263,557.8456309,252.2024108,583.0520139,494.6226225,303.9490924,365.6616499,209.0647791,298.1563098,367.5029201,394.1046493,303.5950414,460.3888543
GIP4,YAL031C,265.7235487,725.0358658,415.5380694,622.7094389,587.9646484,371.4958921,501.6403979,603.378861,411.7220692,457.5250391,310.225156,338.8139884,414.0761838,420.7879837,364.1944408,704.3252543
PRP45,YAL032C,277.3973718,642.9710858,341.9521273,615.0720741,563.5618727,216.1657243,408.0837178,472.2489814,279.1388211,374.3285954,256.272955,277.8274705,257.1196192,483.6456578,205.091955,349.6147256
POP5,YAL033W,246.0575684,531.1206439,371.2418743,477.9950669,517.6446397,278.0984125,295.5506588,488.338474,383.8576514,725.5320628,276.5050304,426.9056254,415.8520047,563.63723,357.5419176,434.1790359
FUN19,YAL034C,180.2670079,264.8558045,264.9657178,321.9304138,499.9484065,93.15971646,313.4427724,361.2104967,307.0106233,272.0773367,114.6484272,142.3018751,255.1221882,226.0111631,122.8664599,227.1533965
FUN12,YAL035W,216.1095064,323.0785247,327.5437928,353.5502359,443.3472012,189.510591,289.3529539,365.302355,218.9149337,288.6546447,188.8327037,271.0511907,281.872101,335.2921319,102.9257252,167.9088555
RBG1,YAL036C,192.9867949,378.2370777,417.6053415,387.397995,517.1035532,242.2078048,255.276787,362.9954591,185.3781596,280.1071597,87.6723267,223.6172324,295.1271268,370.8637863,156.922933,184.0512339
YAL037W,YAL037W,189.8576215,608.0409078,403.4583139,444.5159382,497.6661443,622.9738023,431.9086139,450.4700769,199.635966,300.4760396,114.6484272,189.7358335,262.3722978,314.2099108,326.5392225,344.6458962
CDC19,YAL038W,2520.274295,2604.486606,3447.062622,3574.061344,2004.04824,4328.47284,3453.576957,2870.764633,1663.692739,3113.298049,1544.381755,2737.617026,3941.768174,4003.001057,4565.015715,4789.545291
CYC3,YAL039C,559.9392378,1282.89778,1018.878508,699.484612,673.2754461,3941.328077,892.4549515,821.3423567,865.049923,2089.727633,1436.477353,1463.67643,1942.170632,2103.586025,1797.383701,1405.371221
CLN3,YAL040C,6214.197062,6956.250266,5993.268056,6653.753574,3827.395764,17698.75617,7058.776453,8118.478361,678.1127621,1460.575952,620.450312,1036.770805,1560.822781,2093.549112,2402.184773,2292.765187
CDC24,YAL041W,234.4166894,518.2941808,399.5849563,502.9948954,555.0761555,525.8192569,371.4769628,459.1238039,267.8457733,708.1583518,357.4333319,440.4581849,376.6845003,684.1204256,337.7481233,672.886301
ERV46,YAL042W,245.3427651,466.4494328,381.1405254,451.9863579,592.45205,583.9477868,378.0654996,464.2485769,259.9000399,293.9680399,168.6006283,271.0511907,264.6607082,327.8629348,260.3823043,357.9416263
PTA1,YAL043C,277.1320208,537.6615007,396.7273916,528.8364701,572.7434171,340.698548,407.3920069,550.3709275,241.7437791,265.2507757,242.7849047,223.6172324,267.7462087,280.4863684,152.2078728,212.3783609
GCV3,YAL044C,393.5614942,624.2106063,609.3095164,558.9445166,588.0536557,299.5227558,559.5516723,575.4853622,447.1758877,412.0313662,566.498111,603.0888994,690.8778394,338.4624764,548.6079203,492.5479594
YAL045C,YAL045C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BOL3,YAL046C,306.5030937,685.7060433,500.1404665,743.5126631,618.8437349,1123.84811,625.0631012,603.3519278,262.5807992,151.655964,202.3207539,243.9460717,219.3885202,245.5958585,378.180495,323.5328093
SPC72,YAL047C,212.0368375,404.705394,392.6048251,395.2723779,550.5387922,124.5786658,472.4333148,409.4526967,361.7603421,194.7517703,80.92830157,298.1563098,270.857148,211.2496027,126.364098,153.7534474
GEM1,YAL048C,188.0609754,311.1704396,239.6404799,340.2419823,513.0805744,541.1435865,268.6090422,423.3603285,328.9767777,85.59431035,229.2968545,33.88139884,248.1838493,218.5235349,84.40823738,85.82268365
AIM2,YAL049C,264.3882253,746.3982498,344.5669612,766.3978837,509.9775398,277.0557281,326.0067843,538.0639959,255.9662459,162.9995171,141.6245277,169.4069942,232.566971,262.90505,182.5222936,198.7167429
OAF1,YAL051W,404.7212958,522.1818554,455.9894888,481.0197151,631.8362642,271.1488857,638.5676158,538.7803477,359.3417866,499.3466006,350.6893068,514.9972624,461.3820919,523.1840095,381.6894541,427.3400715
FLC2,YAL053W,1000.199,1471.544185,1161.64559,1493.749698,1004.988688,3680.530416,1643.076661,1978.720524,620.1810825,1801.718769,957.6515686,548.8786612,2440.989002,1486.855907,1844.119464,1643.367337
ACS1,YAL054C,1001.829791,1455.104037,1169.151747,1517.607732,1015.457372,3680.530416,1642.689306,2008.495134,619.2459123,1727.706932,910.4433927,535.3261017,2437.617446,1497.066459,1834.9632,1597.907815
PEX22,YAL055W,362.8098089,511.6665706,493.9779449,591.2152014,661.836896,832.9936707,861.6942006,779.1839348,494.7282359,312.2177943,445.1056586,745.3907745,274.9861189,273.2324645,216.1099627,236.5897708
GPB2,YAL056W,290.1553757,776.0104052,411.6972684,722.0017344,575.4045892,673.0569242,494.8398236,715.7779812,450.3283949,249.0318491,424.8735832,298.1563098,492.7044944,290.7553519,397.9167137,249.5175481
CNE1,YAL058W,389.6337489,1192.273763,530.9345708,1500.186272,507.522662,825.0584601,485.1454584,1016.734804,172.2832467,168.9102145,60.69622618,128.7493156,181.0459281,253.589338,64.36001669,159.4767437
ECM1,YAL059W,199.5206286,356.8690809,339.9081975,480.0248564,551.7092506,327.8322707,396.3215553,351.2742082,223.9094845,325.8795737,188.8327037,243.9460717,267.8627529,333.5224792,163.583144,125.4379444
BDH1,YAL060W,738.1900922,1657.999136,1335.511016,1573.017118,796.5782687,1801.358074,599.3316105,899.4835866,476.8511035,565.3286139,863.2352168,935.126608,1344.756788,879.8688923,1694.74778,2122.279548
BDH2,YAL061W,1470.53902,7315.142976,2015.191009,3962.490522,996.8137935,6547.365242,1408.049851,2299.86531,584.3143296,3187.654419,1342.061001,1795.714139,921.8064059,2291.629859,1644.892976,3279.367418
GDH3,YAL062W,815.9507892,803.4894655,923.487945,803.4947159,827.4130066,534.634955,1761.891866,1308.880746,1083.57525,953.9561111,1443.221378,1172.2964,844.7691249,608.4461371,643.1151223,715.8648769
FLO9,YAL063C,NaN,2400.831438,NaN,2913.956634,NaN,1917.388635,NaN,1996.071115,NaN,1485.293886,NaN,1436.571311,NaN,2197.442663,NaN,4694.299922
YAL064W,YAL064W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAL065C,YAL065C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAL066W,YAL066W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SEO1,YAL067C,251.7203206,629.4921173,393.4573251,511.6151922,509.5826075,551.258298,406.451178,538.1358704,369.0702488,482.7692926,283.2490555,514.9972624,194.7351372,494.5557292,118.8537406,434.3071238
PAU8,YAL068C,NaN,463.7470449,NaN,451.9549761,NaN,429.9711324,NaN,483.539142,NaN,368.178977,NaN,386.2479468,NaN,465.830615,NaN,349.2464014
YAL069W,YAL069W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NUP60,YAR002W,230.6474064,884.1558325,468.7037862,617.1000077,739.2645943,975.1666011,1327.329501,1229.578477,652.9437504,508.7303087,593.4742115,291.38003,484.702798,405.3653071,263.1776015,296.2093876
SWD1,YAR003W,249.2641768,426.0266897,400.4055836,492.4877115,584.5292374,308.6480326,447.6126483,417.4567423,545.9400568,597.2003275,532.7779853,718.2856554,357.5075538,365.4763689,275.8415157,462.0241826
RFA1,YAR007C,263.3990086,427.0328571,458.3001802,375.4441975,593.3911338,74.45100476,535.2730897,413.4511297,923.5901715,668.0577144,620.450312,819.929852,390.7687695,296.5701613,377.1036343,430.5942315
SEN34,YAR008W,244.4410406,446.3920597,414.3234089,386.9358559,588.0837877,78.83097871,484.0434887,414.9218482,773.9782245,462.758794,559.7540859,575.9837803,425.9260532,366.7017675,374.6293358,394.3261608
YAR009C,YAR009C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR010C,YAR010C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BUD14,YAR014C,271.4313339,489.1315939,429.4358386,452.0708827,564.4648621,447.8105149,502.2419925,432.2879715,809.8236333,400.1303309,883.4672922,704.7330959,1972.092084,577.7176459,1689.828204,981.4994904
ADE1,YAR015W,303.0675468,448.3587295,491.376689,377.9548871,557.0709729,438.2642117,573.4782462,321.4582464,883.6960049,436.7977778,809.2830157,677.6279768,1797.889962,536.9922984,1654.752446,978.6436543
KIN3,YAR018C,319.5033361,387.8740366,337.1529705,371.870039,599.452282,259.3438586,550.4148325,344.4697576,2201.598462,734.9555911,2744.818228,1260.388037,9681.669481,2026.357433,12999.21653,5669.267807
CDC15,YAR019C,208.6941624,343.7848626,365.823837,364.8407137,496.2948307,174.0847216,391.9540212,417.2125377,580.1012854,249.1114894,330.4572314,460.7870242,335.086838,280.7200927,217.6343167,227.402635
PAU7,YAR020C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR023C,YAR023C,343.2565521,418.0894919,363.2962292,347.3979792,538.9748695,214.0258557,464.4228018,427.9506717,578.3942865,308.3067619,674.4025131,223.6172324,580.9627647,325.3737348,647.3204648,278.4457413
UIP3,YAR027W,320.9203649,436.3263435,528.1019668,477.978657,741.910652,358.0265227,1111.024829,467.5241872,545.0071881,428.4095734,600.2182367,643.746578,652.357132,419.9131715,738.6582712,385.1322734
YAR028W,YAR028W,416.8989371,372.5653933,597.4803382,411.0239226,636.3602193,187.7001698,829.3524304,390.4853892,400.3986348,294.4857019,209.0647791,345.5902682,423.5310219,307.3449961,299.5396783,195.1156277
YAR029W,YAR029W,415.1679681,NaN,592.838166,NaN,635.6749234,NaN,827.3560799,NaN,401.2485029,NaN,209.0647791,NaN,427.0569083,NaN,296.9679059,NaN
YAR030C,YAR030C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRM9,YAR031W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MST28,YAR033W,216.8914541,312.5175749,293.9968845,373.3205462,470.8369891,312.7716775,298.3500896,358.6881422,224.6885676,209.0904923,148.3685529,189.7358335,277.0256669,288.3830141,173.6575859,281.6905278
YAT1,YAR035W,419.2266963,608.5188707,461.8382605,563.907558,528.0020814,182.1772222,517.5751323,480.5312304,818.4344394,739.2336624,930.6754681,677.6279768,900.5290652,581.5290783,694.9381407,967.1134052
SWH1,YAR042W,292.2833245,1256.644058,310.5327805,786.3445508,597.7576499,930.0045851,464.6507006,562.5141156,269.4932454,943.0903998,101.160377,664.0754173,372.7751514,800.6552984,218.1743417,768.1566116
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR047C,YAR047C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FLO1,YAR050W,NaN,1427.846653,NaN,494.3016422,NaN,1352.933361,NaN,479.666298,NaN,931.5564035,NaN,94.86791675,NaN,1450.638203,NaN,146.0501181
YAR053W,YAR053W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR060C,YAR060C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR061W,YAR061W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR062W,YAR062W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR064W,YAR064W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR066W,YAR066W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR068W,YAR068W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR069C,YAR069C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR070C,YAR070C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PHO11,YAR071W,NaN,558.284626,NaN,415.2060806,NaN,202.696355,NaN,420.6731975,NaN,622.723322,NaN,528.5498219,NaN,495.956421,NaN,290.3581891
IMD1,YAR073W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YAR075W,YAR075W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ECM15,YBL001C,265.5410597,883.5748818,667.7904283,846.0887371,509.456,755.3168768,2257.990637,1922.184089,644.5134144,520.3127828,735.0987393,440.4581849,606.2101952,498.5624831,536.9918682,614.0305247
HTB2,YBL002W,464.1219318,1091.552527,815.8561045,915.8795976,541.6594596,392.0150249,446.7233658,624.5367719,2520.366892,4187.007248,1908.559112,6769.503488,3664.816393,3013.228483,3785.173265,5093.226009
HTA2,YBL003C,440.774695,1070.231232,812.200924,933.1745011,535.091425,359.6450228,429.0277335,644.3596001,2554.35763,4289.537248,1949.023263,6830.490006,3712.934572,3074.08278,3798.597539,5117.819246
UTP20,YBL004W,425.1370685,1013.790017,600.3813237,805.9097748,549.4960897,1128.695005,836.6493311,738.7782086,1175.821944,768.3491281,1551.12578,603.0888994,1580.730797,711.658544,1796.289713,1273.496952
PDR3,YBL005W,445.2317574,616.8061898,547.3331495,670.2896037,597.989317,256.1068584,402.2757645,500.1893047,364.9512357,425.6135053,215.8088042,216.8409526,440.1133795,384.9442022,398.2686138,294.7072054
LDB7,YBL006C,331.2962824,458.8237726,477.0887496,626.2509392,624.2084485,281.7192547,405.0559808,602.22523,327.0258523,479.4555625,330.4572314,332.0377086,380.7251417,387.7639603,396.8888759,419.7768256
SLA1,YBL007C,369.4625098,630.0111684,518.0423296,561.613889,524.6365158,267.6741223,421.9439177,404.8687623,493.7769682,311.0630099,391.1534576,101.6441965,609.1011782,368.296127,413.4834111,365.0114535
HIR1,YBL008W,145.1304278,148.4768404,302.7368505,280.0681607,460.0675141,129.3425345,334.9297261,301.5824536,313.858582,205.9360428,364.1773571,318.4851491,247.8178323,275.8385266,178.4592427,82.21444544
ALK2,YBL009W,257.9877795,342.2164836,292.2648897,373.4574976,490.441314,187.7088276,316.3500329,346.5684,1249.865465,712.4277655,1106.020121,914.7977687,1079.020632,547.8839953,887.6850062,791.7392062
LAA2,YBL010C,237.1103826,275.2422116,254.6576804,321.8872097,489.1375342,149.9991411,307.2557139,296.0758428,1694.547157,769.6631931,1739.958484,1423.018751,1136.747428,628.8872702,914.9379612,889.3530014
SCT1,YBL011W,1281.845741,4329.734004,1311.683323,3805.466562,819.8147379,2308.442593,961.3131078,1305.882341,758.3860852,1315.507628,687.8905634,941.9028878,1422.311006,1153.236593,1453.273302,1522.886598
YBL012C,YBL012C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FMT1,YBL013W,538.9699547,791.0156283,515.9385175,727.2198333,595.997709,517.0692171,576.8321436,503.7995723,391.0203138,500.6606656,269.7610052,325.2614289,772.0836456,498.0566318,535.7885128,544.0987304
RRN6,YBL014C,927.6591575,1625.3015,900.28413,1322.352381,798.5450449,1422.594472,741.5433732,1034.904685,479.1585975,689.0637167,323.7132063,508.2209826,1136.993492,635.4015986,773.7272066,673.1353538
ACH1,YBL015W,554.0173333,1232.035883,745.7126205,707.5925297,537.9361949,783.6548129,378.3927715,452.0890826,484.4735341,1377.698069,782.3069152,650.5228577,1394.230916,1352.602825,2094.878852,1961.424209
FUS3,YBL016W,NaN,1211.37521,NaN,688.5978211,NaN,1208.558708,NaN,457.353708,NaN,802.4196076,NaN,237.1697919,NaN,1334.866241,NaN,624.0863407
PEP1,YBL017C,647.3856633,1169.863087,618.2884576,698.2580641,686.5753338,1205.321708,536.8229243,426.7096365,528.7044492,799.5438992,310.225156,223.6172324,862.8513485,1319.443565,558.4085059,607.196247
POP8,YBL018C,368.3129981,1557.126743,467.0485648,1321.427082,613.0310921,5575.968484,497.2067394,6511.343814,404.6085183,251.230615,391.1534576,115.1967561,454.7715915,288.0324277,617.9677309,240.3236607
APN2,YBL019W,232.0118113,192.7791408,271.6600012,286.4218764,438.493985,76.06950487,342.8953807,186.3657057,321.4189406,177.3780592,384.4094325,318.4851491,228.6118427,256.7012514,105.5949714,155.7449187
RFT1,YBL020W,274.1819335,748.8839707,320.3702573,593.3874531,488.902018,498.1685844,242.4054341,455.8056663,291.2020191,431.1260013,161.8566031,115.1967561,373.6023279,308.9393556,258.0154917,197.8386892
HAP3,YBL021C,272.7822898,331.223236,271.660681,352.7339827,477.5124172,58.02824055,248.3596361,334.2157469,312.1629475,396.7369605,195.5767288,135.5255954,349.6224017,278.5998536,254.449822,182.8166657
PIM1,YBL022C,233.1381784,1013.572314,319.0042902,799.3190013,482.6174645,1230.478446,245.3644707,616.7776115,289.7211632,327.7199582,323.7132063,115.1967561,444.9529423,376.2896065,417.0531354,284.9004421
MCM2,YBL023C,237.2661864,391.7535939,336.3347263,424.1274354,538.7135193,142.1444038,624.9832995,435.2499298,324.4240896,509.2081505,242.7849047,582.7600601,661.3491747,657.8260804,557.9079352,1113.662
NCL1,YBL024W,294.9031378,531.0338906,444.5726921,541.7491373,477.8668622,289.6198342,462.2952089,588.9115205,312.3278695,403.444061,263.0169801,704.7330959,382.2365265,409.644188,239.3533879,453.5616997
RRN10,YBL025W,190.9172051,220.0755412,293.0436298,216.1368655,447.8625797,122.9601657,271.6005431,237.2391661,652.1041676,211.7272798,1207.180498,162.6307144,415.5051657,270.3926781,393.9063188,247.2744021
LSM2,YBL026W,309.5938159,655.1242321,507.527078,609.8780774,517.9447086,244.3476735,607.6919518,752.8375664,801.7854332,497.8645974,1355.549051,1558.544347,634.1049235,672.6661001,575.9598084,747.2809534
RPL19B,YBL027W,454.3445112,793.5901747,547.9535635,774.3780826,577.5048852,382.3040243,479.4906104,457.5333444,661.0760635,927.0792314,687.8905634,582.7600601,1115.06412,1035.553128,1122.688729,1345.045142
YBL028C,YBL028C,441.9769535,791.3657496,553.0551101,757.3520466,559.2561122,367.7375234,488.9613208,530.8286117,626.17435,1013.071743,708.1226387,691.1805364,1121.464765,1055.468381,1061.602826,1381.925717
YBL029W,YBL029W,366.3481192,1739.613311,440.0974072,2170.696551,586.3306873,1280.249542,695.6532871,1689.732239,828.5746911,1819.322743,1834.374836,1389.137352,2196.530752,3017.101654,2320.074452,5996.016517
PET9,YBL030C,431.8959774,695.8712067,515.7535855,745.9253985,455.4295336,475.2346353,407.6031299,501.1614485,840.187897,998.9719422,1476.941504,799.6010126,1655.733685,910.7142456,2033.577706,1209.40566
SHE1,YBL031W,250.409914,292.7671627,313.385521,296.4253067,496.7176356,229.3056462,291.876367,334.4055251,1818.212688,1295.488472,2434.593072,2161.633246,1400.321799,660.9379938,905.188151,685.6721159
HEK2,YBL032W,1190.241157,2034.604899,1488.288003,2060.014519,1124.718981,1729.25007,2672.309434,1976.724637,927.5071388,1549.045971,687.8905634,623.4177387,3937.194104,1648.433411,4532.650561,1789.2783
RIB1,YBL033C,938.6628095,1585.075649,1053.50195,1616.464342,849.0112911,1201.5188,1600.036667,1421.185049,883.5620072,1634.719921,681.1465382,711.5093757,3895.148691,1732.470139,4330.349848,2059.538732
STU1,YBL034C,284.6521542,352.7693161,390.561749,333.189689,531.685236,236.0446334,454.9998824,461.8212492,1095.068066,743.3437955,1544.381755,914.7977687,1359.696095,518.0303164,1159.762715,662.5788103
POL12,YBL035C,205.5844654,646.5472228,373.6652799,393.2487657,524.9590304,237.8736731,350.0302503,254.5817555,688.9005067,983.8766373,944.1635183,677.6279768,538.4949224,445.020521,602.2052208,564.6925285
YBL036C,YBL036C,247.319291,373.7871915,317.0902385,461.6520842,452.3065231,34.89371273,395.0928883,338.2304806,307.5256945,253.9868629,202.3207539,291.38003,563.3571175,353.1656057,567.1471626,477.7821117
APL3,YBL037W,303.5126049,350.9406773,477.789943,379.2801978,536.7255323,135.6704033,377.1445861,333.3543554,588.9645272,400.5683526,526.0339602,650.5228577,604.1331955,342.9550533,333.7902339,410.7108403
MRPL16,YBL038W,594.1221818,262.897252,655.2306206,415.1337313,700.8092976,229.0220408,696.4149448,336.1191812,380.8531257,403.2051401,350.6893068,494.6684231,540.7606876,699.8152293,385.0633657,539.3725736
URA7,YBL039C,745.791171,331.4023553,927.3351261,461.2393265,823.7214962,124.816429,1044.074692,377.311876,332.2312997,417.1456606,316.9691812,413.3530659,565.1208674,791.0090283,514.8638929,696.3565615
