Gene name,ORF name,cer Ace2,par Ace2,Hyc Ace2,Hyp Ace2,cer Swi5,par Swi5,Hyc Swi5,Hyp Swi5,cer Fkh1,par Fkh1,Hyc Fkh1,Hyp Fkh1,cer Fkh2,par Fkh2,Hyc Fkh2,Hyp Fkh2
FAU1,YER183C,232.3319629,486.5032653,304.6327686,415.5733977,523.6386209,360.7595227,333.9117551,848.8629286,239.1137115,280.3859008,141.6245277,271.0511907,194.4382313,333.7562035,39.45211982,222.8092528
TOG1,YER184C,355.7766131,1666.096713,839.3002136,3499.232069,734.9102636,5211.485488,1331.683986,11635.95551,403.3392962,519.7553006,303.4811309,365.9191075,495.3040651,459.6852475,424.8772473,884.2560842
PUG1,YER185W,523.7966782,4105.636971,1977.433929,8816.683244,1178.820325,14600.15578,3837.334133,32099.0598,463.7692412,822.2310054,397.8974827,562.4312208,589.0109495,694.9536915,667.9486086,1571.917421
YER186C,YER186C,206.2820773,NaN,319.619688,NaN,489.041081,NaN,360.6041318,NaN,432.836889,NaN,229.2968545,NaN,295.3927255,NaN,223.6783395,NaN
YER187W,YER187W,206.3157175,NaN,237.7937185,NaN,488.2514352,NaN,322.0603404,NaN,479.3156416,NaN,397.8974827,NaN,229.2251265,NaN,149.4202634,NaN
YER188W,YER188W,282.3611713,NaN,427.2953875,NaN,472.47098,NaN,394.6112689,NaN,314.8605414,NaN,478.8257843,NaN,409.6229965,NaN,347.8565058,NaN
YER189W,YER189W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YRF1-2,YER190W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DEG1,YFL001W,231.0996503,394.149021,316.8728034,421.2222815,559.1212131,365.6434969,436.3026929,335.4344032,258.2381725,331.4318898,209.0647791,277.8274705,264.5751951,302.7939881,157.9639725,276.7080095
SPB4,YFL002C,301.9677763,492.8274552,444.7345813,405.3906676,580.28481,568.8054702,706.2244541,487.3273308,325.6295772,439.7531265,316.9691812,420.1293456,321.9313262,367.9271661,218.6499684,431.5793755
MSH4,YFL003C,231.0664598,700.5661542,367.4580497,656.5519041,529.1078307,251.5436212,857.3753911,1975.317735,883.31654,512.083859,809.2830157,1185.848959,278.1159019,359.9136583,233.8361886,400.9089495
VTC2,YFL004W,440.6993021,860.2610265,821.1295861,957.8776801,708.0367523,1534.216531,932.9044851,1313.231256,488.628632,459.6839848,606.9622618,474.3395838,407.9108155,341.8465168,561.5710787,475.0337372
SEC4,YFL005W,263.4748629,833.4928306,343.8998045,839.6844507,524.91209,371.0376813,615.1024452,752.4380589,482.2973248,519.8349409,586.7301864,494.6684231,341.9719158,388.9893589,483.7899768,632.2740865
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLM10,YFL007W,215.3919306,438.0636524,312.9304521,397.3788382,531.8349468,286.382834,366.4009496,321.4989139,302.3330858,328.5960015,256.272955,352.3665479,313.9243719,343.3440425,360.0162162,425.0014593
SMC1,YFL008W,302.7558049,886.3640229,675.6701553,816.2343201,733.3535118,663.447516,1574.753113,1443.726407,1555.377433,1282.631753,1625.310057,2032.88393,1613.738957,813.1613831,1456.418175,991.8066097
CDC4,YFL009W,283.7586274,549.6071334,472.1531068,468.9957178,565.8046524,551.7783635,334.7717426,448.226656,322.1351165,325.8397536,283.2490555,345.5902682,238.3487398,242.0365249,372.252511,336.3276263
WWM1,YFL010C,279.9726749,337.4185483,350.5780646,394.0183417,575.2549948,404.2484859,370.9595147,278.0780901,306.7924721,337.2231268,229.2968545,338.8139884,280.2686483,315.0463203,358.8314258,360.4201361
HXT10,YFL011W,NaN,341.9095228,NaN,333.4170567,NaN,175.8121689,NaN,393.4930959,NaN,140.1133101,NaN,176.183274,NaN,270.8400984,NaN,95.75266234
YFL012W,YFL012W,425.980421,462.3542446,672.4902608,504.094381,764.7672632,1814.360575,989.2750791,1554.09313,391.1353872,300.1972986,222.5528293,271.0511907,468.7534337,381.6770239,266.6929395,310.1178078
IES1,YFL013C,429.2806247,459.955277,659.9240332,462.9289738,768.1576905,1814.360575,985.6659878,1545.174579,389.3825356,291.5701733,229.2968545,277.8274705,465.968836,377.184447,270.3955374,295.8365624
HSP12,YFL014W,861.6578123,1147.015537,639.2317573,719.7534313,562.2952218,512.578993,529.2881632,359.5115559,325.5515297,1971.482521,263.0169801,399.8005063,670.166863,1760.589261,759.9416139,1328.504625
YFL015C,YFL015C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MDJ1,YFL016C,994.5338665,1356.937573,796.3981563,951.7463065,653.8044006,636.4902114,537.519699,534.7014951,414.0834077,1798.294236,316.9691812,521.7735422,940.311588,2318.196332,1220.73258,1928.226341
GNA1,YFL017C,265.1589719,357.7007057,299.9396868,306.3318301,463.1258257,207.0763289,269.4191923,350.4117724,1256.523586,686.0685478,1261.132699,901.2452092,926.3526847,608.9903911,735.8484636,894.3347769
LPD1,YFL018C,473.1625358,2361.44222,595.6275413,2021.86982,667.2038168,2814.197177,840.9045604,1480.434617,1241.541893,1152.906312,1301.59685,901.2452092,1784.219967,1246.4922,1699.574824,1675.999049
YFL019C,YFL019C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAU5,YFL020C,238.5934133,NaN,431.6486771,NaN,466.982097,NaN,385.4478846,NaN,211.3707785,NaN,67.44025131,NaN,222.1141659,NaN,66.61079049,NaN
GAT1,YFL021W,7741.132278,1260.86562,4924.627907,1828.342408,1503.622603,3658.875769,2925.873718,1746.90316,1958.776326,2588.405949,4970.346521,4540.107445,5614.309195,3528.439041,12707.98653,9220.752289
FRS2,YFL022C,5297.100997,751.7654779,3982.249713,832.2944808,1394.342774,691.436241,2840.731759,878.439606,1646.488977,2371.803295,3466.428917,1219.730358,5539.86729,3735.524971,10431.53157,5871.070692
BUD27,YFL023W,1364.616797,1026.611903,1613.430753,1358.191387,968.7873839,628.2244084,1021.127625,1144.268672,722.3026475,901.0783951,1119.508172,840.2586913,1242.915457,883.2913355,2297.665798,1112.387873
EPL1,YFL024C,448.0054051,552.0517661,558.7323313,485.0249246,641.1346467,258.3470164,621.6986276,665.3141495,514.6413361,288.2962633,1139.740247,548.8786612,493.7145503,405.248445,688.0503504,382.5279262
BST1,YFL025C,222.5510231,417.8317367,374.7159096,445.8758775,508.6911636,805.9274189,412.1222031,334.7030477,324.3507751,334.2677781,161.8566031,230.3935121,236.2090674,359.9921177,219.978931,152.3814178
STE2,YFL026W,309.6227062,354.0378154,372.3557801,406.2644897,576.5823268,294.2834135,375.5473882,735.9052547,321.5967993,120.1028115,121.3924524,203.288393,490.0823189,263.4693323,140.3900504,90.16926366
GYP8,YFL027C,1420.566956,280.9093194,493.0898575,659.8831805,991.2696338,2877.923129,452.9458112,7368.893621,851.7642148,168.9898548,155.112578,338.8139884,2072.654363,299.4683787,154.6898591,360.418257
CAF16,YFL028C,272.0910938,278.4225624,491.3570218,435.1732501,521.5977731,405.2267622,335.2454703,350.9439801,252.7188566,168.6712936,195.5767288,189.7358335,253.9420686,208.7604027,149.2438808,143.5624205
CAK1,YFL029C,203.1238237,295.7318826,296.4454656,339.8820319,482.4401316,67.50147799,320.3691,263.896464,270.6272108,100.1719533,310.225156,162.6307144,201.7701738,245.3237315,164.6459379,119.4770337
AGX1,YFL030W,319.3552148,844.3830903,355.1481802,519.3360992,497.8117331,488.3014914,272.6697468,448.5026547,211.1896531,434.3999112,296.7371058,149.0781549,260.5199424,436.9886387,194.5386969,458.0408686
HAC1,YFL031W,579.7913715,979.4007374,875.2659901,1009.478362,776.9787233,1162.537323,676.8211886,771.0187167,814.2903721,1550.001654,559.7540859,772.4958936,1612.440919,2170.837788,1515.395747,2565.61347
YFL032W,YFL032W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RIM15,YFL033C,512.2404664,811.2977857,722.2856838,838.891138,687.0174692,438.8326727,602.9064801,555.241404,696.8670785,1253.157906,505.8018848,487.8921433,1363.1398,1929.014959,1358.476003,2131.690609
MIL1,YFL034W,259.433859,456.0265141,422.0443987,475.9243099,524.9781803,186.9955381,469.6556819,651.7676696,315.179241,271.2411135,168.6006283,135.5255954,373.4746978,497.5708088,209.3390763,227.8872373
RPO41,YFL036W,340.7483812,524.580823,539.6214815,476.5814248,572.2185515,427.6765271,485.1218678,524.1768805,922.4674645,610.5435457,1463.453453,521.7735422,623.7946941,483.8009227,573.5367066,494.8027294
TUB2,YFL037W,254.4788081,596.1784878,415.8653973,464.1749768,581.0478582,471.3660691,395.7405811,462.368096,813.9082639,1225.077764,856.4911916,867.3638103,1132.01167,1041.077435,937.7456578,1315.458319
YPT1,YFL038C,246.5694727,484.4147991,374.613241,443.859632,501.9362892,512.8068481,368.0757823,387.156346,989.6721756,1216.291358,998.1157194,1151.967561,1207.473908,1026.102179,1079.02212,1357.556591
ACT1,YFL039C,532.5089499,1273.572358,896.8128128,1155.991327,2440.371324,6262.263119,4854.863125,4778.346368,1208.75358,2618.198357,1315.084901,1680.517383,1885.818679,3293.830059,2764.945511,4432.765272
YFL040W,YFL040W,NaN,370.8645961,NaN,293.8722217,NaN,70.50071501,NaN,367.0165257,NaN,131.7649259,NaN,81.31535722,NaN,186.6280762,NaN,49.30068774
FET5,YFL041W,211.9314404,316.6584281,368.8183302,345.7950063,478.7137815,244.9692787,346.6053972,520.2325604,234.6326596,179.9750266,128.1364775,243.9460717,166.1629151,242.9897964,78.1733215,160.0939349
LAM5,YFL042C,202.8107621,322.6335328,349.7543658,280.7447705,506.7056865,272.2460173,271.9229145,306.4472939,163.4602894,116.9881822,114.6484272,67.76279768,147.3430652,136.9760059,66.61847826,130.2781288
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OTU1,YFL044C,170.9286445,350.9396412,334.0645497,341.5065173,487.1388156,69.59550445,335.994762,431.5206739,207.3934334,125.7347679,128.1364775,142.3018751,165.6856296,201.2143434,131.8966729,96.99641831
SEC53,YFL045C,241.8266444,480.8442748,415.0772731,436.7600894,539.9539395,150.7124306,297.3544657,430.8389773,318.6560239,374.3285954,195.5767288,345.5902682,294.3234997,354.4294071,182.9507782,190.261383
FMP32,YFL046W,231.9883737,397.5039143,335.5745537,458.9464661,516.9499933,469.5742139,572.5268785,381.6724823,1161.524195,219.9960237,1908.559112,210.0646728,417.0141671,215.2563566,319.9088976,147.4198971
RGD2,YFL047W,287.1195632,469.7221496,391.4958466,460.5338377,540.6899189,579.7597339,425.2320434,569.8639446,453.5242413,568.2839626,256.272955,501.4447028,463.2933412,531.0806552,279.2634345,341.1612448
EMP47,YFL048C,287.5967675,479.7092298,480.6705773,450.81873,514.6412797,388.6306428,586.1797741,521.9643213,441.3725964,556.8607692,337.2012565,426.9056254,482.7531346,495.956421,269.3653752,374.7015672
SWP82,YFL049W,218.4418319,361.0520584,398.509223,426.7701754,526.0983101,382.5417875,556.4145341,375.5564256,488.4500281,237.0909937,546.2660356,155.8544347,341.7326424,309.289942,390.4598774,251.3670569
ALR2,YFL050C,212.1145157,369.8630054,404.6018478,355.1241505,527.7985598,156.7109047,386.7037618,275.6923441,581.2352507,182.8109149,728.3547141,277.8274705,393.0011024,227.3918266,397.3250482,334.3314682
YFL051C,YFL051C,NaN,1729.477076,NaN,1224.594562,NaN,2094.700343,NaN,1184.60662,NaN,5228.389396,NaN,3455.902682,NaN,4813.434555,NaN,6644.292156
ZNF1,YFL052W,397.5667562,844.7017091,524.3734872,436.5509402,665.2762306,1207.590287,473.8863553,764.7697302,506.5191945,807.5737222,606.9622618,426.9056254,671.5759598,787.2159704,1352.924863,759.3186815
DAK2,YFL053W,NaN,386.5142073,NaN,376.5615956,NaN,301.7715716,NaN,334.0233847,NaN,222.6726314,NaN,155.8544347,NaN,267.728185,NaN,107.4248739
AQY3,YFL054C,261.7154436,403.6114373,339.8417876,344.6335557,489.4360134,303.3900717,374.8983737,332.257331,233.1751556,205.5776614,148.3685529,155.8544347,254.5615551,259.4625784,165.7658862,88.66896055
AGP3,YFL055W,327.4576663,734.3739811,649.981581,535.8362223,649.2962073,749.4917052,878.0577573,736.9955304,354.1821999,642.8134609,236.0408796,454.0107445,274.6746825,659.0898817,180.155481,851.7430866
AAD6,YFL056C,326.0781475,NaN,667.5848679,NaN,674.7623628,NaN,900.3235087,NaN,375.6823945,NaN,303.4811309,NaN,293.6922587,NaN,188.7857866,NaN
AAD16,YFL057C,326.0781475,NaN,667.5848679,NaN,674.7623628,NaN,900.3235087,NaN,375.6823945,NaN,303.4811309,NaN,293.6922587,NaN,188.7857866,NaN
THI5,YFL058W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNZ3,YFL059W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNO3,YFL060C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DDI2,YFL061W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
COS4,YFL062W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFL063W,YFL063W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFL064C,YFL064C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFL065C,YFL065C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFL066C,YFL066C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFL067W,YFL067W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFL068W,YFL068W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LOC1,YFR001W,274.1966414,468.2836844,414.5259557,550.6873024,510.4642818,764.8519689,568.533452,355.6805651,671.7847136,683.0335588,640.6823874,575.9837803,750.1339949,560.9727369,657.0562082,596.0362012
NIC96,YFR002W,221.1149163,441.768667,416.1660838,449.3138258,600.4801328,153.7575098,374.5721437,404.0420719,355.0112455,396.7767807,209.0647791,277.8274705,611.9386624,368.5882824,333.2216317,303.5352048
YPI1,YFR003C,321.8264186,596.619939,422.4057096,579.5259775,550.5036078,234.0967385,483.8686673,476.0504588,562.173591,588.2944612,384.4094325,481.1158635,813.6174143,541.9907266,457.0062696,482.2451555
RPN11,YFR004W,354.0910651,501.9499397,434.9027826,476.2386182,564.9183969,311.5469803,565.5182395,431.86609,623.0293172,747.9802482,526.0339602,765.7196138,871.2716722,573.5556271,541.5908896,557.3760848
SAD1,YFR005C,532.6171112,885.2792196,768.4541551,796.9709628,701.2118342,566.4464569,712.9160802,594.2560947,741.3998586,454.3307695,1193.692448,420.1293456,1078.783998,504.8831437,1484.057987,692.8767825
YFR006W,YFR006W,449.6993915,856.112056,671.8688361,818.6387933,641.2361197,681.4602536,676.7447898,586.4354897,515.6795762,420.1806496,849.7471665,365.9191075,812.7611947,516.2022326,1331.724928,560.8586714
YFH7,YFR007W,209.7061325,261.1974909,344.0796889,379.3919251,512.6306485,155.3301678,306.4144213,384.0932919,275.4431656,248.4345468,134.8805026,128.7493156,218.9852693,269.517866,93.38811878,173.2523893
FAR7,YFR008W,244.3253016,367.1184931,315.1813728,320.4622878,503.3408305,158.4024706,484.7243141,381.6355451,322.8892673,217.3194161,377.6654073,210.0646728,276.8527691,292.5834357,183.6136647,107.3014728
GCN20,YFR009W,257.6792588,394.5016468,398.111765,414.2983915,525.6314294,285.2398603,491.3640251,382.6976204,485.9816239,508.1330065,465.337734,982.5605664,464.0362254,414.9531461,282.0160878,455.7930359
UBP6,YFR010W,261.3188334,880.3113183,489.270324,665.5914021,563.599106,1108.815991,413.8899236,890.1162534,304.8408254,683.1530192,195.5767288,657.2991375,300.7523998,576.9980987,374.0716108,759.7171911
MIC19,YFR011C,213.2399552,565.264862,523.1486511,509.6888678,509.7506421,486.6471626,1500.835412,1024.604005,1838.730593,829.6150484,2245.760369,2513.999794,402.6877904,581.5107039,403.7440344,713.5030166
DCV1,YFR012W,NaN,567.6181647,NaN,507.4376218,NaN,464.8933717,NaN,811.7576564,NaN,815.4754272,NaN,2344.5928,NaN,582.6776714,NaN,690.9036869
IOC3,YFR013W,242.10321,469.4141527,470.9308953,404.8915017,547.6816385,92.6841901,544.1527825,551.3086269,407.8856789,325.7999334,256.272955,284.6037503,288.3149033,277.6666104,120.1972137,244.9194791
CMK1,YFR014C,695.5934919,1111.64952,1099.627335,944.9928819,755.2701788,1256.885803,721.4534283,909.8381699,520.8213952,625.7184909,411.385533,325.2614289,654.5457927,570.2300177,807.6467515,446.2126343
GSY1,YFR015C,5527.252911,4676.38768,5427.119105,3480.743335,2074.31889,3719.971301,3095.583775,1321.388574,1279.480601,2654.109221,2131.111941,1958.344853,4952.900533,4425.922693,11842.07273,6044.678088
AIP5,YFR016C,284.9468631,861.2250695,376.6794403,693.1787252,564.196379,460.6409108,502.6823455,495.2457302,522.183919,484.8884181,451.8496838,182.9595537,663.155082,585.8663904,429.0695386,380.2778429
IGD1,YFR017C,1299.721965,2724.444212,1278.328459,2043.227437,708.4641403,1573.670928,413.3382644,667.2646462,426.7847262,1109.014103,411.385533,379.471667,1186.763998,1144.211383,1786.767038,1122.331912
YFR018C,YFR018C,472.4005058,529.4995187,617.1493678,665.4627326,614.1709593,247.9227262,524.9420662,583.0841388,3476.429223,2607.594072,5179.411301,6579.767655,1546.515915,1514.357276,2314.016784,2787.854092
FAB1,YFR019W,1190.00136,953.4058073,1242.760132,836.0671279,779.5407339,449.2383443,781.7939681,496.1488442,2420.211628,2059.846927,3108.995585,3306.824527,1862.737359,1351.086925,2439.094563,2091.213049
CSS2,YFR020W,234.0193405,360.0869794,382.8395166,391.6752042,545.0845702,444.5203178,517.9221126,478.8959251,651.096632,182.6914544,984.6276691,243.9460717,329.8601505,328.6993442,375.5443243,327.3854135
ATG18,YFR021W,283.3076823,527.2786343,365.7251431,576.6004453,592.2315737,302.9789534,404.525952,662.072444,520.1453899,454.211309,613.7062869,880.9163699,367.8949685,470.4984851,330.473033,471.5672758
ROG3,YFR022W,290.7537664,486.1120557,459.4082469,483.6406293,726.7691921,1155.623731,958.1588681,1130.993352,583.9056028,500.3819245,741.8427644,711.5093757,999.4333227,601.3675263,1196.63305,1357.714678
PES4,YFR023W,252.4827042,426.3346866,462.2426304,541.9203365,551.2845309,67.73924117,607.8315724,741.6810774,2135.455065,314.7749415,2036.69559,589.5363398,237.4372306,308.2982676,141.7947323,154.9902661
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIS2,YFR025C,249.2830507,313.2614104,352.4875607,416.7376273,483.1096557,313.4948752,471.5491428,442.1339906,395.8200653,379.5623503,303.4811309,548.8786612,249.9050896,456.7870301,179.1221293,381.0351175
ULI1,YFR026C,236.4212669,NaN,291.9528966,NaN,525.3280767,NaN,412.4029955,NaN,895.9769268,NaN,647.4264126,NaN,411.6727843,NaN,337.6306251,NaN
ECO1,YFR027W,255.849703,471.5553651,360.1087075,424.8607932,497.2899008,711.5888474,372.0180332,723.489866,987.9790545,428.6484943,802.5389906,650.5228577,442.5185117,341.0101074,208.6335459,458.7863334
CDC14,YFR028C,241.0040437,597.4926521,547.6313948,481.0053901,439.2042366,330.6037053,436.4137094,811.5303387,3052.412426,1943.615328,4390.36036,2710.511907,2238.843387,2798.771787,2689.946949,5746.639075
PTR3,YFR029W,243.17095,597.4926521,538.9989259,481.0053901,448.3351498,330.6037053,435.5715414,813.3792443,2322.766394,1946.451216,2805.514454,2710.511907,1844.236684,2792.392695,2494.937123,5746.639075
MET10,YFR030W,281.9971845,369.6463384,300.2630359,346.9615871,533.7684534,450.2067126,410.1414445,466.1979223,568.9790615,416.707639,472.0817592,311.7088693,503.9091623,399.2583424,347.3405596,423.373254
SMC2,YFR031C,250.791443,509.7993481,433.5328902,389.562186,494.7102883,204.8362236,375.8533714,566.009243,631.4780362,423.0961782,782.3069152,501.4447028,546.4544435,347.7197573,562.8859746,466.7246551
RRT5,YFR032C,NaN,345.2279045,NaN,456.7310851,NaN,242.061726,NaN,710.5657046,NaN,349.363083,NaN,230.3935121,NaN,341.4959304,NaN,253.2353128
QCR6,YFR033C,6028.659462,2326.763251,3833.584237,2578.951825,1209.139101,586.5086819,849.1026491,630.7652096,395.271219,1232.996784,512.54591,440.4581849,932.5685965,1167.355412,1247.756496,1868.541443
PHO4,YFR034C,1735.147809,1808.741489,2258.072894,2017.21314,991.7261078,1189.550325,1742.958217,1156.264213,1306.881209,1671.577811,1443.221378,1802.490418,2960.28105,1789.337711,2356.579392,2709.441254
YFR035C,YFR035C,497.2962253,NaN,683.2044917,NaN,634.9603113,NaN,684.4042229,NaN,766.3036516,NaN,519.2899351,NaN,2104.852496,NaN,1427.046011,NaN
CDC26,YFR036W,819.960735,1233.880757,1195.457118,1381.917926,755.4448555,1049.454106,1206.038633,841.4345978,864.3868703,1421.510638,721.610689,1301.045715,2279.303773,1512.430704,1660.985188,1993.324702
RSC8,YFR037C,229.8538984,309.4696424,293.5375101,400.7316546,554.4533633,351.6887458,511.0424892,506.5983719,399.5601309,403.0458595,236.0408796,230.3935121,424.422368,243.2619235,288.2904581,277.9519511
IRC5,YFR038W,214.0389569,235.2517664,400.455751,362.0148202,538.8839399,419.8576712,414.1640898,516.8359702,477.4331996,397.6130039,350.6893068,359.1428277,455.327007,267.0086377,308.2992244,278.3200896
OSW7,YFR039C,619.8853505,3167.338771,670.3653016,3106.653373,653.5494617,3641.889546,839.3093524,2243.321482,635.9398381,1349.259546,728.3547141,738.6144947,1599.394272,2090.497283,2658.891176,3232.147102
SAP155,YFR040W,784.9191561,4439.825791,990.1639835,7062.395919,801.534327,3522.643157,1117.270027,2869.822774,804.1410816,1512.059963,1112.764147,1023.218245,2046.602291,2261.916379,4029.975248,4057.16071
ERJ5,YFR041C,225.0638966,260.8519463,381.7956872,426.5592176,523.2367018,49.53327944,375.7617598,331.8408477,367.8613886,174.6218113,222.5528293,196.5121133,402.1364702,331.7528265,217.6166167,206.0380591
KEG1,YFR042W,222.1193067,354.7278685,411.0432784,368.6040513,499.2372245,284.3791888,384.9373609,405.0416128,391.3857092,180.0546669,269.7610052,142.3018751,313.4226327,313.7240878,226.062852,233.1096205
IRC6,YFR043C,182.7027158,208.5211181,249.3676073,416.7066633,509.6688842,411.2165785,271.692359,371.9950696,215.4953758,128.8493973,87.6723267,128.7493156,181.707866,263.7414594,80.04275292,70.9124372
DUG1,YFR044C,227.683861,452.9318806,314.3242677,737.4636526,559.3769259,266.7230696,456.3766364,591.4658826,277.7481143,234.6931271,209.0647791,250.7223514,287.9746595,321.211716,207.0225953,344.014459
YFR045W,YFR045W,267.9034823,527.1086683,340.0052997,760.5380522,559.5872779,324.9890733,386.3884435,796.7310604,333.1785635,231.5784978,364.1773571,250.7223514,339.2676136,318.877781,261.3399367,343.1409063
CNN1,YFR046C,217.4941541,414.035392,341.0351399,406.2038284,481.1376389,158.6130102,316.1293446,339.4751209,982.254458,394.896576,1490.429554,1497.557829,460.7096203,398.2666681,616.2171064,561.3520901
BNA6,YFR047C,221.5024606,406.1859836,384.0113909,393.224636,499.3399427,452.0629758,413.4346942,492.8104581,253.8173765,197.3885578,155.112578,237.1697919,215.9617729,195.6716611,204.4476335,233.841025
RMD8,YFR048W,281.6120919,564.3429434,458.8038743,507.3328805,500.4808121,253.1534635,440.3624491,622.9058805,527.3717867,385.7517888,263.0169801,311.7088693,413.6968571,297.1928747,229.5101585,423.7434573
YMR31,YFR049W,232.9720725,415.5616466,329.9859044,370.4236916,580.8342122,65.40745152,514.5595148,328.8567393,356.754427,343.332925,337.2012565,359.1428277,322.9469161,427.1670755,186.905478,326.5189838
PRE4,YFR050C,438.9729364,548.954628,575.9470976,486.5139337,681.0651357,165.5166948,669.1579739,461.412207,527.3200399,565.4082542,404.6415079,182.9595537,527.7328867,485.0847523,321.6369025,433.0678688
RET2,YFR051C,1138.118838,918.6922963,1299.73792,829.5942314,823.8224682,343.6519955,1040.799281,802.5034877,647.7205113,1000.604568,458.5937089,901.2452092,697.093199,882.8255408,564.3301109,772.7289962
RPN12,YFR052W,1139.976436,918.8211739,1280.447128,822.337006,822.6560154,343.6519955,1094.585349,801.1079254,650.3071416,983.390138,451.8496838,941.9028878,699.9695125,880.939026,575.4927346,772.7289962
HXK1,YFR053C,2314.207826,8074.03149,1552.692984,4803.423111,912.1091481,7446.913194,952.1598434,1575.736591,621.1444437,3218.012967,721.610689,1077.428483,972.9072438,3098.408843,1124.467065,2609.213738
YFR054C,YFR054C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IRC7,YFR055W,632.009173,907.4412934,1046.118679,1119.148276,712.6970621,723.2291771,894.4492414,644.00463,660.7671479,1107.65156,984.6276691,1341.703394,882.0991386,1183.80982,1663.105262,2115.86463
YFR056C,YFR056C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFR057W,YFR057W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ERG26,YGL001C,440.7784786,482.589701,509.0116874,517.7576839,540.8053031,402.4393151,546.610729,741.8505347,2177.685531,1292.692404,2953.883007,2256.501163,2509.513326,1566.809076,2209.072513,2552.964373
ERP6,YGL002W,273.7011993,638.0899378,381.391036,615.3965402,524.5292267,380.2099978,430.2714726,393.3869352,256.655082,356.9548843,188.8327037,142.3018751,539.3014062,469.2146555,284.2274072,753.9983958
CDH1,YGL003C,340.2503446,714.0496994,431.2414548,721.9732085,554.9885294,459.5165029,522.204856,511.0141167,341.0768718,517.078693,350.6893068,250.7223514,602.9583743,557.0828451,393.0175831,976.0670563
RPN14,YGL004C,310.6929699,296.0809678,351.8485746,308.4617733,500.4651966,53.41050342,392.8563238,340.5688982,283.8210996,532.0147172,391.1534576,1090.981043,476.6555983,393.3266709,520.912414,414.6823445
COG7,YGL005C,245.180153,386.9145703,310.6638699,307.2408231,457.5123962,78.11768916,350.3417701,433.9857484,235.6306231,283.3412495,121.3924524,264.274911,316.5313661,308.0645434,146.3225327,200.575811
PMC1,YGL006W,NaN,1987.498793,NaN,3155.713608,NaN,2920.453527,NaN,1666.67399,NaN,1953.246614,NaN,2527.552354,NaN,4121.073512,NaN,8758.466479
BRP1,YGL007W,2691.581604,NaN,1546.638007,NaN,544.1110434,NaN,513.6127732,NaN,3951.083306,NaN,4923.138346,NaN,37084.20671,NaN,29121.48644,NaN
